txn_id,user_id,merchant_id,merchant_name,device_id,amount,upi_app,txn_type,hour,day_of_week,is_weekend,is_night,is_new_device,is_new_merchant,velocity_1h,lat,lon,city,timestamp,label
TXN_M_0014,USR_0099,MER_043,Urban Company,DEV_0052,9999,bhim,P2P,15,1,0,0,0,0,1,22.3324,88.6102,Kolkata,2025-03-11 03:28:00,LEGIT
TXN_M_0015,USR_0168,MER_084,Flipkart,DEV_0437,999,paytm,P2M,15,1,0,0,0,0,2,22.784,88.5795,Kolkata,2025-03-11 05:24:00,LEGIT
TXN_M_0016,USR_0139,MER_030,Hotstar,DEV_0047,500,bhim,P2M,11,1,0,0,0,0,3,23.3095,72.7276,Ahmedabad,2025-03-11 07:42:00,LEGIT
TXN_M_0017,USR_0043,MER_038,Reliance,DEV_0192,9999,bhim,RECHARGE,22,1,0,0,1,0,1,22.8098,72.5901,Ahmedabad,2025-03-11 09:58:00,LEGIT
TXN_M_0018,USR_0044,MER_075,Swiggy,DEV_0119,999,bhim,P2M,17,1,0,0,0,0,2,13.0543,77.5703,Bangalore,2025-03-11 12:00:00,LEGIT
TXN_M_0019,USR_0074,MER_076,BookMyShow,DEV_0328,180000,bhim,P2M,1,1,0,1,1,1,6,23.1367,72.5455,Ahmedabad,2025-03-11 14:09:00,FRAUD
TXN_M_0020,USR_0124,MER_090,BookMyShow,DEV_0012,500,bhim,P2P,14,1,0,0,0,0,3,22.4373,88.4035,Kolkata,2025-03-11 16:03:00,LEGIT
TXN_M_0021,USR_0156,MER_046,Zomato,DEV_0326,9999,phonepe,BILL,21,1,0,0,0,0,2,19.1485,72.9844,Mumbai,2025-03-11 18:21:00,LEGIT
TXN_M_0022,USR_0161,MER_017,Flipkart,DEV_0466,500,paytm,P2M,12,1,0,0,1,0,2,12.8676,77.5439,Bangalore,2025-03-11 20:29:00,LEGIT
TXN_M_0023,USR_0136,MER_038,Hotstar,DEV_0446,149999,paytm,P2P,1,1,0,1,0,0,9,18.7029,73.8377,Pune,2025-03-11 22:18:00,FRAUD
TXN_M_0024,USR_0174,MER_034,MakeMyTrip,DEV_0064,180000,bhim,P2M,3,2,0,1,1,1,10,17.3062,78.6361,Hyderabad,2025-03-12 00:20:00,FRAUD
TXN_M_0025,USR_0028,MER_042,PharmEasy,DEV_0114,9999,gpay,P2P,15,2,0,0,0,0,1,18.6016,73.8353,Pune,2025-03-12 02:32:00,LEGIT
TXN_M_0026,USR_0030,MER_031,MakeMyTrip,DEV_0070,999,bhim,P2M,8,2,0,0,0,0,2,22.5448,88.4662,Kolkata,2025-03-12 04:52:00,LEGIT
TXN_M_0027,USR_0151,MER_079,BigBazaar,DEV_0481,9999,paytm,P2P,22,2,0,0,0,0,2,22.2922,88.2862,Kolkata,2025-03-12 06:59:00,LEGIT
TXN_M_0028,USR_0093,MER_025,Flipkart,DEV_0486,500,bhim,RECHARGE,16,2,0,0,0,0,3,17.14,78.314,Hyderabad,2025-03-12 08:56:00,LEGIT
TXN_M_0029,USR_0013,MER_098,MakeMyTrip,DEV_0107,14999,amazon_pay,RECHARGE,11,2,0,0,0,0,1,18.9056,73.0995,Mumbai,2025-03-12 11:08:00,LEGIT
TXN_M_0030,USR_0071,MER_085,Urban Company,DEV_0014,14999,phonepe,P2P,10,2,0,0,0,0,3,18.7849,73.0517,Mumbai,2025-03-12 13:04:00,LEGIT
TXN_M_0031,USR_0045,MER_009,Myntra,DEV_0230,1499,paytm,P2M,10,2,0,0,0,0,3,19.0839,72.6431,Mumbai,2025-03-12 15:07:00,LEGIT
TXN_M_0032,USR_0187,MER_062,Urban Company,DEV_0206,14999,bhim,RECHARGE,15,2,0,0,0,1,3,19.1877,72.8719,Mumbai,2025-03-12 17:22:00,LEGIT
TXN_M_0033,USR_0083,MER_071,Hotstar,DEV_0167,4999,bhim,P2P,9,2,0,0,0,0,1,28.9107,77.2273,Delhi,2025-03-12 19:41:00,LEGIT
TXN_M_0034,USR_0026,MER_093,Urban Company,DEV_0111,14999,bhim,P2M,21,2,0,0,0,0,3,22.5435,88.201,Kolkata,2025-03-12 21:32:00,LEGIT
TXN_M_0035,USR_0107,MER_020,IRCTC,DEV_0473,9999,bhim,P2M,13,2,0,0,0,0,2,22.3129,88.563,Kolkata,2025-03-12 23:34:00,LEGIT
TXN_M_0036,USR_0034,MER_053,Reliance,DEV_0448,4999,bhim,P2M,17,3,0,0,0,0,3,18.7413,73.9893,Pune,2025-03-13 01:32:00,LEGIT
TXN_M_0037,USR_0091,MER_045,Urban Company,DEV_0285,500,paytm,P2P,10,3,0,0,0,0,3,12.8516,80.1378,Chennai,2025-03-13 04:06:00,LEGIT
TXN_M_0038,USR_0156,MER_044,Reliance,DEV_0004,9999,phonepe,RECHARGE,8,3,0,0,0,0,1,19.2979,72.9175,Mumbai,2025-03-13 05:49:00,LEGIT
TXN_M_0039,USR_0024,MER_048,BookMyShow,DEV_0370,180000,paytm,P2M,1,3,0,1,1,1,11,19.2421,72.9183,Mumbai,2025-03-13 08:00:00,FRAUD
TXN_M_0040,USR_0041,MER_063,PharmEasy,DEV_0227,14999,bhim,P2M,18,3,0,0,0,0,1,12.8355,77.7476,Bangalore,2025-03-13 09:56:00,LEGIT
TXN_M_0041,USR_0073,MER_077,Amazon,DEV_0004,9999,phonepe,BILL,16,3,0,0,0,0,3,28.4948,77.0357,Delhi,2025-03-13 12:03:00,LEGIT
TXN_M_0042,USR_0084,MER_069,Hotstar,DEV_0118,500,amazon_pay,P2M,15,3,0,0,0,0,3,13.1179,80.3715,Chennai,2025-03-13 14:10:00,LEGIT
TXN_M_0043,USR_0112,MER_091,IRCTC,DEV_0214,75000,paytm,P2P,0,3,0,1,1,1,10,18.8451,72.5902,Mumbai,2025-03-13 16:23:00,FRAUD
TXN_M_0044,USR_0177,MER_068,Flipkart,DEV_0203,1499,paytm,P2M,14,3,0,0,0,0,1,23.17,72.4043,Ahmedabad,2025-03-13 18:28:00,LEGIT
TXN_M_0045,USR_0136,MER_083,Urban Company,DEV_0076,4999,phonepe,P2P,22,3,0,0,0,0,2,28.3756,77.0626,Delhi,2025-03-13 20:48:00,LEGIT
TXN_M_0046,USR_0046,MER_073,IRCTC,DEV_0326,14999,amazon_pay,BILL,15,3,0,0,0,0,3,28.5078,77.4916,Delhi,2025-03-13 22:35:00,LEGIT
TXN_M_0047,USR_0121,MER_010,BookMyShow,DEV_0237,2499,bhim,RECHARGE,20,4,0,0,0,0,2,28.3365,77.1302,Delhi,2025-03-14 00:46:00,LEGIT
TXN_M_0048,USR_0158,MER_095,Amazon,DEV_0231,149999,amazon_pay,P2M,3,4,0,1,1,0,12,28.705,77.1019,Delhi,2025-03-14 02:51:00,FRAUD
TXN_M_0049,USR_0116,MER_032,Hotstar,DEV_0225,500,bhim,RECHARGE,19,4,0,0,0,0,1,19.0904,72.9436,Mumbai,2025-03-14 05:03:00,LEGIT
TXN_M_0050,USR_0100,MER_043,Flipkart,DEV_0169,2499,gpay,RECHARGE,18,4,0,0,1,0,3,13.1175,80.2026,Chennai,2025-03-14 07:05:00,LEGIT
TXN_M_0051,USR_0086,MER_085,BigBazaar,DEV_0067,500,amazon_pay,P2P,22,4,0,0,0,0,2,13.0969,77.3454,Bangalore,2025-03-14 09:08:00,LEGIT
TXN_M_0052,USR_0033,MER_047,BookMyShow,DEV_0093,9999,phonepe,P2M,18,4,0,0,0,0,3,18.4254,74.0164,Pune,2025-03-14 11:23:00,LEGIT
TXN_M_0053,USR_0040,MER_095,MakeMyTrip,DEV_0020,500,paytm,RECHARGE,21,4,0,0,0,0,1,13.1974,77.6654,Bangalore,2025-03-14 13:18:00,LEGIT
TXN_M_0054,USR_0047,MER_093,Zomato,DEV_0497,14999,bhim,P2P,19,4,0,0,1,0,2,13.038,77.746,Bangalore,2025-03-14 15:37:00,LEGIT
TXN_M_0055,USR_0080,MER_057,Myntra,DEV_0394,14999,paytm,BILL,22,4,0,0,0,0,1,17.5519,78.4884,Hyderabad,2025-03-14 17:49:00,LEGIT
TXN_M_0056,USR_0155,MER_014,Hotstar,DEV_0434,999,amazon_pay,RECHARGE,8,4,0,0,0,0,3,17.5957,78.3577,Hyderabad,2025-03-14 19:43:00,LEGIT
TXN_M_0057,USR_0132,MER_004,BigBazaar,DEV_0028,999,bhim,BILL,9,4,0,0,0,0,1,23.0237,72.4129,Ahmedabad,2025-03-14 22:00:00,LEGIT
TXN_M_0058,USR_0082,MER_061,Hotstar,DEV_0426,500,phonepe,RECHARGE,20,4,0,0,0,0,1,19.2313,72.8592,Mumbai,2025-03-14 23:44:00,LEGIT
TXN_M_0059,USR_0005,MER_039,Flipkart,DEV_0025,99000,phonepe,P2P,1,5,1,1,1,1,11,28.5658,77.3853,Delhi,2025-03-15 02:07:00,FRAUD
TXN_M_0060,USR_0153,MER_001,PharmEasy,DEV_0181,149999,phonepe,P2P,5,5,1,1,0,1,8,23.0649,72.3838,Ahmedabad,2025-03-15 04:08:00,FRAUD
TXN_M_0061,USR_0018,MER_082,BigBazaar,DEV_0192,149999,paytm,P2M,4,5,1,1,1,1,5,18.6688,73.771,Pune,2025-03-15 06:21:00,FRAUD
TXN_M_0062,USR_0198,MER_083,Swiggy,DEV_0426,4999,bhim,RECHARGE,10,5,1,0,0,0,1,28.9024,77.1961,Delhi,2025-03-15 08:08:00,LEGIT
TXN_M_0063,USR_0184,MER_006,Reliance,DEV_0478,14999,paytm,BILL,8,5,1,0,0,0,2,28.6231,77.5025,Delhi,2025-03-15 10:17:00,LEGIT
TXN_M_0064,USR_0193,MER_084,Reliance,DEV_0140,9999,gpay,P2P,12,5,1,0,0,1,2,19.2556,72.8399,Mumbai,2025-03-15 12:35:00,LEGIT
TXN_M_0065,USR_0087,MER_035,Dunzo,DEV_0043,999,bhim,BILL,19,5,1,0,0,0,2,22.32,88.4254,Kolkata,2025-03-15 14:36:00,LEGIT
TXN_M_0066,USR_0083,MER_092,BigBazaar,DEV_0086,500,bhim,P2M,13,5,1,0,0,0,3,12.9936,79.9961,Chennai,2025-03-15 16:56:00,LEGIT
TXN_M_0067,USR_0071,MER_096,IRCTC,DEV_0082,9999,gpay,P2M,9,5,1,0,0,0,3,22.3583,88.4284,Kolkata,2025-03-15 19:03:00,LEGIT
TXN_M_0068,USR_0018,MER_020,IRCTC,DEV_0231,999,paytm,RECHARGE,13,5,1,0,0,1,2,12.8948,77.7525,Bangalore,2025-03-15 21:07:00,LEGIT
TXN_M_0069,USR_0102,MER_024,Myntra,DEV_0266,99000,bhim,P2M,2,5,1,1,0,1,8,18.7685,73.6274,Pune,2025-03-15 23:06:00,FRAUD
TXN_M_0070,USR_0055,MER_010,Myntra,DEV_0089,4999,bhim,RECHARGE,19,6,1,0,0,0,2,23.3209,72.7577,Ahmedabad,2025-03-16 01:18:00,LEGIT
TXN_M_0071,USR_0171,MER_021,Hotstar,DEV_0364,1499,phonepe,P2M,16,6,1,0,0,0,3,18.6966,73.862,Pune,2025-03-16 03:30:00,LEGIT
TXN_M_0072,USR_0061,MER_071,Swiggy,DEV_0314,14999,gpay,BILL,8,6,1,0,0,0,2,12.711,77.5335,Bangalore,2025-03-16 05:09:00,LEGIT
TXN_M_0073,USR_0197,MER_088,MakeMyTrip,DEV_0177,2499,phonepe,P2M,10,6,1,0,0,0,2,22.7994,88.5321,Kolkata,2025-03-16 07:34:00,LEGIT
TXN_M_0074,USR_0111,MER_021,Reliance,DEV_0479,4999,phonepe,P2M,21,6,1,0,0,0,1,12.8792,77.8591,Bangalore,2025-03-16 09:38:00,LEGIT
TXN_M_0075,USR_0065,MER_065,IRCTC,DEV_0087,999,amazon_pay,RECHARGE,10,6,1,0,0,0,3,28.8789,77.0015,Delhi,2025-03-16 11:52:00,LEGIT
